StartDate,EndDate,Q2.1,Q2.8,Q2.14,Q117.2,Q117.3,Q117.4,Q117.5,Q117.6,Q118.3,Q118.4,Q118.1_Page Submit,Q120.3,Q120.4,Q120.5,Q120.6,Q120.7,Q120.8,Q120.9,Q120.10,Q120.11,Q120.12,Q120.13,Q120.14,Q120.15,Q120.16,Q120.17,Q120.18,Q121.1,Q122.2,Q122.3,Q124.2,Q124.3,Q124.4,Q124.5,Q124.6,Q125.1_Page Submit,Q125.3,Q125.4,Q127.3,Q127.4,Q127.5,Q127.6,Q127.7,Q127.8,Q127.9,Q127.10,Q127.11,Q127.12,Q127.13,Q127.14,Q127.15,Q127.16,Q127.17,Q127.18,Q128.1,Q129.2,Q129.3,Q131.2,Q131.3,Q131.4,Q131.5,Q131.6,Q132.1_Page Submit,Q132.3,Q132.4,Q134.3,Q134.4,Q134.5,Q134.6,Q134.7,Q134.8,Q134.9,Q134.10,Q134.11,Q134.12,Q134.13,Q134.14,Q134.15,Q134.16,Q134.17,Q134.18,Q135.1,Q136.2,Q136.3,Q138.2,Q138.3,Q138.4,Q138.5,Q138.6,Q139.1_Page Submit,Q139.3,Q139.4,Q141.3,Q141.4,Q141.5,Q141.6,Q141.7,Q141.8,Q141.9,Q141.10,Q141.11,Q141.12,Q141.13,Q141.14,Q141.15,Q141.16,Q141.17,Q141.18,Q142.1,Q143.2,Q143.3,Q144.1,Q144.2
2021-04-07 12:13:02,2021-04-07 13:17:09,1999,Undergraduate Student,Some college,conspicuous,"They modified their behavior in response to changes in their environment. ",offer historical background in order to question the uniqueness of two researchers’ findings.,Zoologist Sara Shettleworth has knowledge about the intelligence of animals that proves Researcher Russel Gray wrong,intentionally made the birds aware of his presence.,7,"pattterns, objects and shape",86.818,89,37,67,44,23,57,57,38,59,12,32,23,,,,,,IM_5pe5E42BYjNGQyq,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07 14:48:15,2021-04-07 15:41:02,2001,Undergraduate Student,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conspicuous,They modified their behavior in response to changes in their environment.,introduce a scientific principle in order to show how an experiment’s outcomes validated that principle.,"The author's scintillating use of the word ""conspicuous"" in passage 2 suggests the Ravens' recalcitrant nature",consciously manipulated the birds’ surroundings.,44.248,1,book,87,91,12,14,28,45,66,29,30,40,31,29,19,30,45,12,,IM_9HnQo5uJBzD9dX0,C,,
2021-04-07 15:15:17,2021-04-07 16:03:46,2000,Undergraduate Student,No college,,,,,,,,,,,,,,,,,,,,,,,,,,,,edible,They modified their behavior in response to changes in their environment.,introduce a scientific principle in order to show how an experiment’s outcomes validated that principle.,The figurative language employed by these scientists implies a fundamentally riveting reading,consciously manipulated the birds’ surroundings.,65.038,2,bubbles,85,91,27,37,70,81,29,10,99,2,20,99,43,50,55,5,,IM_0P8tQUyblY1MVhQ,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07 15:15:30,2021-04-07 16:14:07,2001,Undergraduate Student,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conspicuous,"They modified their behavior in response to changes in their environment. ",offer interpretive context in order to frame the discussion of an experiment and its results.,The figurative language employed by these scientists implies a fundamentally riveting reading,intentionally made the birds aware of his presence.,130.017,3,"rocket, stick",85,82,80,70,75,90,80,60,70,60,50,5,15,30,35,40,,IM_0pPjBTig9nlz01M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07 17:24:34,2021-04-07 18:20:02,1999,Undergraduate Student,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Just the right amount of time given,Fairly Easy
2021-04-07 18:38:07,2021-04-07 19:02:51,2000,Undergraduate Student,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Too much time given,Fairly Difficult
2021-04-07 18:39:00,2021-04-07 19:05:14,1999,Undergraduate Student,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,plentiful,They ignored the actions they saw performed around them.,introduce a scientific principle in order to show how an experiment’s outcomes validated that principle.,"The author's scintillating use of the word ""conspicuous"" in passage 2 suggests the Ravens' recalcitrant nature",intentionally made the birds aware of his presence.,58.641,3,"pencil tip, robot, rocket",85,91,53,61,53,5,23,34,11,9,23,43,65,98,78,24,,IM_0P8tQUyblY1MVhQ,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07 18:40:31,2021-04-07 19:06:42,2000,Undergraduate Student,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,plentiful,They were aloof toward the humans who were observing them.,offer interpretive context in order to frame the discussion of an experiment and its results.,"The author's scintillating use of the word ""conspicuous"" in passage 2 suggests the Ravens' recalcitrant nature",intentionally made the birds aware of his presence.,39.837,30,"tongu, pattern, missing, rocket, designs",5,8,11,6,2,1,4,3,7,12,11,16,14,15,13,9,,IM_0P8tQUyblY1MVhQ,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07 18:12:36,2021-04-07 19:13:06,2001,Undergraduate Student,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,edible,They modified their behavior in response to changes in their environment.,offer historical background in order to question the uniqueness of two researchers’ findings.,The figurative language employed by these scientists implies a fundamentally riveting reading,consciously manipulated the birds’ surroundings.,130.021,4,"heart, cat sweat, lizard tongue, light stick circle",85,67,27,37,29,80,75,60,99,20,2,99,45,50,5,55,,IM_6h8OjDCdJa8N7H8,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07 18:37:48,2021-04-07 19:14:13,1998,Undergraduate Student,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,edible,They modified their behavior in response to changes in their environment.,"offer interpretive context in order to frame the discussion of an experiment and its results. ",The crow is thought to be an animal with intelligence equal to or greater than the human,consciously manipulated the birds’ surroundings.,87.494,4,"lizzard, rocket, star, ball, ",85,9,85,45,97,20,25,10,55,87,9,55,34,55,5,45,,IM_0iT2386VNKuJ99Y,C,,
2021-04-07 18:34:11,2021-04-07 19:15:44,1997,Undergraduate Student,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Just the right amount of time given,Fairly Easy
2021-04-07 18:12:18,2021-04-07 19:19:28,2002,Undergraduate Student,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,conspicuous,They manufactured useful tools for finding and accessing food.,offer historical background in order to question the uniqueness of two researchers’ findings.,The figurative language employed by these scientists implies a fundamentally riveting reading,consciously manipulated the birds’ surroundings.,35.707,1,No firework in 2nd,85,27,37,91,,,,,,,,,,,,,,IM_6h8OjDCdJa8N7H8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07 18:57:36,2021-04-07 19:20:38,2001,Undergraduate Student,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not enough time given,Neither Easy nor Difficult
2021-04-07 18:41:07,2021-04-07 19:23:32,1998,Undergraduate Student,Some college,plentiful,"They modified their behavior in response to changes in their environment. ",introduce a scientific principle in order to show how an experiment’s outcomes validated that principle.,Zoologist Sara Shettleworth has knowledge about the intelligence of animals that proves Researcher Russel Gray wrong,tested the birds’ tool-using abilities.,3,"lizard, taco, spot, ",63.852,85,91,27,37,70,29,87,10,99,20,2,99,43,50,5,35,,IM_7NHi0wWD3VcBw7s,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07 18:55:19,2021-04-07 19:23:50,2000,Undergraduate Student,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Just the right amount of time given,Neither Easy nor Difficult
2021-04-07 18:38:41,2021-04-07 19:27:03,1999,Undergraduate Student,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,natural,They were aloof toward the humans who were observing them.,present seemingly contradictory stances in order to show how they can be reconciled empirically.,The figurative language employed by these scientists implies a fundamentally riveting reading,consciously manipulated the birds’ surroundings.,65.011,3,"eye, crumbs, tongue",85,91,37,87,67,33,90,10,99,20,2,99,35,50,5,55,,IM_728fjwfYvqAc1Yq,C,,
2021-04-07 18:40:55,2021-04-07 19:27:47,1998,Other,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,edible,They modified their behavior in response to changes in their environment.,"offer interpretive context in order to frame the discussion of an experiment and its results. ",The figurative language employed by these scientists implies a fundamentally riveting reading,intentionally made the birds aware of his presence.,112.763,6,"Pill,Dot,Pencil,Belly,Rocket,Stick",43,27,37,,,25,,,99,2,5,99,,,,,,IM_0iT2386VNKuJ99Y,C,,
2021-04-07 18:53:47,2021-04-07 19:29:56,2000,Undergraduate Student,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,edible,They were aloof toward the humans who were observing them.,offer historical background in order to question the uniqueness of two researchers’ findings.,The crow is thought to be an animal with intelligence equal to or greater than the human,intentionally made the birds aware of his presence.,65.009,2,"rocket, stick, ",85,91,27,37,70,29,87,10,99,20,2,99,43,50,5,35,,IM_0DLixbZPPzdJqGG,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07 18:44:52,2021-04-07 19:30:49,2000,Undergraduate Student,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,edible,They modified their behavior in response to changes in their environment.,"offer interpretive context in order to frame the discussion of an experiment and its results. ",The figurative language employed by these scientists implies a fundamentally riveting reading,intentionally made the birds aware of his presence.,101.147,5,"bubble, marks, stick, firework, bubble",85,91,27,37,70,,87,10,99,20,2,99,,50,5,35,,IM_9HnQo5uJBzD9dX0,C,,
2021-04-07 18:53:29,2021-04-07 19:32:13,2000,Undergraduate Student,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Just the right amount of time given,Very Easy
2021-04-07 18:43:05,2021-04-07 19:33:15,2001,Undergraduate Student,No college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Just the right amount of time given,Neither Easy nor Difficult
2021-04-07 18:50:28,2021-04-07 19:33:20,2000,Undergraduate Student,Some college,edible,"They modified their behavior in response to changes in their environment. ","offer interpretive context in order to frame the discussion of an experiment and its results. ",The figurative language employed by these scientists implies a fundamentally riveting reading,consciously manipulated the birds’ surroundings.,6,mark,130.217,85,27,37,47,99,20,37,99,2,2,99,,,,,,,IM_7NHi0wWD3VcBw7s,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07 18:45:04,2021-04-07 19:33:28,1999,Undergraduate Student,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,edible,"They modified their behavior in response to changes in their environment. ",offer interpretive context in order to frame the discussion of an experiment and its results.,The figurative language employed by these scientists implies a fundamentally riveting reading,intentionally made the birds aware of his presence.,135.394,7,"rocket, claw, tongue, specks, control, heart, star",85,91,27,37,20,29,87,10,20,99,2,99,43,50,23,35,,IM_0DLixbZPPzdJqGG,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07 18:28:17,2021-04-07 19:34:52,1990,Graduate Student,"Advanced degree (Master's, Doctorate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,edible,"They modified their behavior in response to changes in their environment. ",present seemingly contradictory stances in order to show how they can be reconciled empirically.,The figurative language employed by these scientists implies a fundamentally riveting reading,intentionally made the birds aware of his presence.,130.034,1,Stick on monkey,85,,27,37,50,70,87,5,99,3,,99,,,,,,IM_afMcuvNF6jPFgWO,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07 18:52:23,2021-04-07 19:35:11,2000,Undergraduate Student,No college,edible,"They modified their behavior in response to changes in their environment. ",introduce a scientific principle in order to show how an experiment’s outcomes validated that principle.,The figurative language employed by these scientists implies a fundamentally riveting reading,consciously manipulated the birds’ surroundings.,5,"eye, bulb, pencil, bulb2, lizard",62.439,85,91,27,37,70,30,90,10,99,20,2,99,43,50,5,37,,IM_7NHi0wWD3VcBw7s,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07 17:43:36,2021-04-07 19:35:13,1997,Undergraduate Student,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,edible,They modified their behavior in response to changes in their environment.,"offer interpretive context in order to frame the discussion of an experiment and its results. ",The figurative language employed by these scientists implies a fundamentally riveting reading,intentionally made the birds aware of his presence.,65.01,2,"hook,eyes",85,91,27,37,70,29,87,10,99,20,2,99,43,50,5,35,,IM_0iT2386VNKuJ99Y,C,,
2021-04-07 18:54:02,2021-04-07 19:37:36,1994,Undergraduate Student,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,conspicuous,They ignored the actions they saw performed around them.,offer historical background in order to question the uniqueness of two researchers’ findings.,"The author's scintillating use of the word ""conspicuous"" in passage 2 suggests the Ravens' recalcitrant nature",tested the birds’ tool-using abilities.,58.05,2,"lever, firecracker",9,,,,,,,,,,,,,,,,,IM_4GYXrNOGQDOfw7c,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07 18:22:15,2021-04-07 19:37:39,1997,Graduate Student,Bachelor's degree,edible,They were aloof toward the humans who were observing them.,"offer interpretive context in order to frame the discussion of an experiment and its results. ",The figurative language employed by these scientists implies a fundamentally riveting reading,consciously manipulated the birds’ surroundings.,8,"bulbs, bat, lizard",130.16,,,27,37,70,,87,10,99,20,2,99,,50,5,35,,IM_7NHi0wWD3VcBw7s,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07 19:07:54,2021-04-07 19:37:56,1994,Graduate Student,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not enough time given,Neither Easy nor Difficult
2021-04-07 18:47:53,2021-04-07 19:38:17,2001,Undergraduate Student,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,edible,They manufactured useful tools for finding and accessing food.,present seemingly contradictory stances in order to show how they can be reconciled empirically.,The crow is thought to be an animal with intelligence equal to or greater than the human,consciously manipulated the birds’ surroundings.,65.009,3,heart has vein,85,91,37,27,70,19,97,1,99,31,92,2,45,55,35,5,,IM_afMcuvNF6jPFgWO,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07 19:04:00,2021-04-07 19:38:59,2002,Undergraduate Student,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,natural,They were aloof toward the humans who were observing them.,"offer interpretive context in order to frame the discussion of an experiment and its results. ",Zoologist Sara Shettleworth has knowledge about the intelligence of animals that proves Researcher Russel Gray wrong,intentionally made the birds aware of his presence.,90.074,5,"string,firework,eye,circle,eye",85,91,27,37,70,29,87,10,99,20,2,99,43,50,5,35,,IM_3EtZRQZn7YRvniS,C,,
2021-04-07 18:54:20,2021-04-07 19:41:16,2000,Undergraduate Student,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,edible,They modified their behavior in response to changes in their environment.,offer historical background in order to question the uniqueness of two researchers’ findings.,"The author's scintillating use of the word ""conspicuous"" in passage 2 suggests the Ravens' recalcitrant nature",consciously manipulated the birds’ surroundings.,109.135,6,"spot, sweat, dark, line, crumbs, rocket ",85,29,27,37,10,50,85,10,99,12,2,99,35,50,15,35,,IM_0iT2386VNKuJ99Y,C,,
2021-04-07 18:56:52,2021-04-07 19:41:56,2001,Undergraduate Student,Some college,edible,They manufactured useful tools for finding and accessing food.,"offer interpretive context in order to frame the discussion of an experiment and its results. ",The figurative language employed by these scientists implies a fundamentally riveting reading,consciously manipulated the birds’ surroundings.,8,"globe, star, eye, heart, tongue, crumbs, sphere, rocket",111.441,85,97,91,37,70,29,87,10,99,20,2,99,35,30,5,10,,IM_2hGiem7FtCD5cY6,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07 18:51:57,2021-04-07 19:42:02,2001,Undergraduate Student,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,conspicuous,They modified their behavior in response to changes in their environment.,present seemingly contradictory stances in order to show how they can be reconciled empirically.,"The author's scintillating use of the word ""conspicuous"" in passage 2 suggests the Ravens' recalcitrant nature",tested the birds’ tool-using abilities.,65.009,4,"center claw, joystick, left rocket, ",81,43,27,37,47,43,87,10,99,22,2,99,83,50,5,31,,IM_6ujm5JdaXwwxXXo,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07 18:48:51,2021-04-07 19:42:28,2002,Undergraduate Student,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,edible,They modified their behavior in response to changes in their environment.,"offer interpretive context in order to frame the discussion of an experiment and its results. ",The figurative language employed by these scientists implies a fundamentally riveting reading,consciously manipulated the birds’ surroundings.,116.922,8,"belly button, tough, heart, eye, rocket, lightbulb, taco, star",,,37,27,,,,,99,20,2,99,43,50,5,35,,IM_728fjwfYvqAc1Yq,C,,
2021-04-07 18:53:46,2021-04-07 19:43:48,2001,Undergraduate Student,Some college,edible,"They modified their behavior in response to changes in their environment. ",offer historical background in order to question the uniqueness of two researchers’ findings.,The figurative language employed by these scientists implies a fundamentally riveting reading,intentionally made the birds aware of his presence.,7,"Shines, mouth, crumbs, whisker, shines, eye, bellybutton",109.701,50,97,70,,,,,,,,5,,,99,2,99,,IM_2hGiem7FtCD5cY6,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07 18:42:59,2021-04-07 19:44:16,2001,Undergraduate Student,Some college,edible,"They modified their behavior in response to changes in their environment. ","offer interpretive context in order to frame the discussion of an experiment and its results. ",The crow is thought to be an animal with intelligence equal to or greater than the human,intentionally made the birds aware of his presence.,3,"eye,pencil,firework",65.107,85,27,27,27,43,,,,99,2,2,99,43,,,,,IM_2hGiem7FtCD5cY6,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07 18:46:35,2021-04-07 19:45:39,2000,Undergraduate Student,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conspicuous,They manufactured useful tools for finding and accessing food.,present seemingly contradictory stances in order to show how they can be reconciled empirically.,"The author's scintillating use of the word ""conspicuous"" in passage 2 suggests the Ravens' recalcitrant nature",presented the birds with a problem to solve.,130.125,3,"line, book, circle",45,91,27,37,70,29,7,10,99,22,2,99,45,50,5,35,,IM_6mUdTl4QvbjaemW,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07 19:06:22,2021-04-07 19:47:00,2000,Undergraduate Student,No college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Just the right amount of time given,Fairly Easy
2021-04-07 18:49:20,2021-04-07 19:47:12,1999,Undergraduate Student,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conspicuous,"They modified their behavior in response to changes in their environment. ",offer historical background in order to question the uniqueness of two researchers’ findings.,The figurative language employed by these scientists implies a fundamentally riveting reading,intentionally made the birds aware of his presence.,130.167,2,on top of the bulb there and on the bottom left bulb there is one item missing in the circle is one item missing,85,91,27,37,70,29,87,10,98,22,2,90,43,50,5,35,,IM_0pPjBTig9nlz01M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07 18:47:54,2021-04-07 19:47:31,1998,Undergraduate Student,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,conspicuous,They modified their behavior in response to changes in their environment.,offer interpretive context in order to frame the discussion of an experiment and its results.,Zoologist Sara Shettleworth has knowledge about the intelligence of animals that proves Researcher Russel Gray wrong,consciously manipulated the birds’ surroundings.,130.021,6,"circles, rocket, cir",85,91,37,57,90,10,10,10,99,2,5,99,81,20,50,43,,IM_6h8OjDCdJa8N7H8,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07 18:45:55,2021-04-07 19:47:32,2000,Undergraduate Student,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,edible,They modified their behavior in response to changes in their environment.,offer interpretive context in order to frame the discussion of an experiment and its results.,"The author's scintillating use of the word ""conspicuous"" in passage 2 suggests the Ravens' recalcitrant nature",tested the birds’ tool-using abilities.,130.122,6,"circle,blob,dots,star,arrow,blob",85,,,,,,,,,,,,,,,,,IM_0P8tQUyblY1MVhQ,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07 18:58:53,2021-04-07 19:49:54,1995,Other,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Just the right amount of time given,Fairly Difficult
2021-04-07 19:20:54,2021-04-07 19:50:37,2001,Undergraduate Student,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Just the right amount of time given,Fairly Difficult
2021-04-07 18:51:57,2021-04-07 19:52:10,2000,Undergraduate Student,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,edible,They modified their behavior in response to changes in their environment.,offer historical background in order to question the uniqueness of two researchers’ findings.,The crow is thought to be an animal with intelligence equal to or greater than the human,tested the birds’ tool-using abilities.,60.104,2,"heart, light bulb",85,91,27,37,70,29,87,10,99,20,2,99,9,50,5,35,,IM_9HnQo5uJBzD9dX0,C,,
2021-04-07 19:00:32,2021-04-07 19:52:37,1997,Undergraduate Student,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Just the right amount of time given,Fairly Easy
2021-04-07 18:51:18,2021-04-07 19:53:00,2001,Undergraduate Student,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,edible,They modified their behavior in response to changes in their environment.,offer interpretive context in order to frame the discussion of an experiment and its results.,The figurative language employed by these scientists implies a fundamentally riveting reading,intentionally made the birds aware of his presence.,130.017,8,"lizard, rocket, lamp, lightbulb, globe, pencil",87,19,27,37,70,29,,,99,,9,99,35,5,,,,IM_6h8OjDCdJa8N7H8,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07 19:36:00,2021-04-07 19:53:32,2000,Undergraduate Student,Some college,plentiful,They were aloof toward the humans who were observing them.,present seemingly contradictory stances in order to show how they can be reconciled empirically.,Zoologist Sara Shettleworth has knowledge about the intelligence of animals that proves Researcher Russel Gray wrong,consciously manipulated the birds’ surroundings.,2,"lizard, heart, ",65.009,85,70,4,5,15,20,45,50,12,60,78,96,99,75,34,10,,IM_7NHi0wWD3VcBw7s,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07 19:06:43,2021-04-07 19:54:00,2000,Undergraduate Student,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,edible,They manufactured useful tools for finding and accessing food.,offer historical background in order to question the uniqueness of two researchers’ findings.,The figurative language employed by these scientists implies a fundamentally riveting reading,presented the birds with a problem to solve.,47.421,2,"firework, light bulb",85,91,27,37,,20,,,99,,,99,,5,35,50,,IM_728fjwfYvqAc1Yq,C,,
